Pulley Type,Alignment,Belt Tension (N),Belt Width(mm),Lagging Type,Temperature (Environment) C,Temperature (pulley) C,Vibrations (mm/s),Oil Contamination,Foreign Residue,Humidity ,Belt Length(feet),Time since last service(days),Inspection Checks (Cracks),Inspection Checks(Lagging),Number of Grooves,Response
7,4,17555,1800,3,39.35,46,3.9,3,3,0.6,1500,37,3,3,12,0
2,5,5040,1500,4,41.96,41,2.8,2,1,0.3,1500,4,2,2,8,1
2,6,4311,1500,5,39.29,45,2.6,2,4,0.6,5000,3,1,1,8,1
1,5,5676,1800,5,34.11,46,1.4,4,1,0.5,5000,32,3,3,12,1
2,5,5388,1500,4,45.75,64,1.2,3,3,0.5,5000,24,2,1,10,0
3,6,17937,1900,1,41.95,54,4.1,1,1,0.8,1500,3,1,2,12,0
6,2,2012,1600,4,37.81,45,1.5,1,4,0.8,3000,34,3,3,12,1
1,3,13283,1800,3,31.28,28,4,1,2,0.8,5000,9,1,1,12,0
4,5,1764,1200,2,48.98,59,4.2,4,4,0.5,6000,26,1,1,10,1
3,3,8897,1900,5,34.17,42,4,3,3,0.5,1500,24,1,1,12,1
1,5,18728,1800,2,34.45,28,1.1,2,3,0.8,5000,7,1,1,12,0
5,3,18259,1900,3,36.72,38,4,4,2,0.4,3000,7,1,2,12,1
6,2,4299,1400,5,37.6,48,3.6,4,4,0.8,3000,16,2,1,10,1
4,4,6632,1900,5,48.43,61,5,4,1,0.8,8000,36,3,3,8,1
4,1,14381,1700,4,37.41,32,2.6,3,3,0.8,8000,10,2,2,6,0
5,2,10456,1800,2,39.07,48,3.8,3,2,0.3,6000,9,2,1,10,0
1,3,7236,1900,3,46.98,68,2.1,2,2,0.6,1500,5,1,2,10,0
7,2,14496,1700,5,30.96,48,3.4,2,3,0.8,1500,3,1,2,12,0
5,3,6645,1900,3,39.56,49,2.5,3,2,0.9,3000,5,2,2,12,1
4,5,7178,1800,1,43.53,51,1.6,2,3,0.4,5000,5,2,2,8,1
4,6,7508,1900,3,34.03,42,3.8,1,3,0.6,1500,10,2,1,8,1
2,3,4133,1600,4,39.26,52,1.3,3,1,0.7,5000,5,1,1,8,1
1,6,7208,1800,2,39.46,55,1.3,1,1,0.6,1500,2,1,1,12,1
1,1,10638,1900,3,35.92,33,2.2,3,2,0.5,3000,5,2,2,8,0
1,0,4020,1800,5,34.03,45,3.3,3,4,0.5,5000,33,3,3,12,1
3,6,20456,1900,5,33.4,37,1.4,2,1,0.8,5000,3,2,2,6,0
6,3,3403,1400,2,45.58,68,1,2,3,0.3,3000,6,2,1,10,0
1,1,17704,1800,5,42.66,36,1.2,3,3,0.9,5000,14,1,2,12,0
4,3,3252,1600,4,43.15,43,2,1,2,0.5,1500,9,1,1,6,1
7,0,13943,1900,1,30.57,29,1.5,4,3,0.6,1500,39,3,3,10,1
5,5,11122,1700,5,46.88,64,4.1,2,2,0.3,6000,10,2,2,10,1
7,6,9390,1800,4,44.56,46,2.1,2,3,0.3,3000,7,2,2,12,0
5,5,6326,1900,5,46.9,62,4.1,3,4,0.5,8000,23,1,1,10,1
3,3,5634,1500,3,40.84,53,1.8,1,3,0.8,8000,7,1,2,6,0
6,5,3646,1500,1,45.73,66,2.6,4,2,0.5,3000,9,2,2,8,1
1,6,2286,1900,2,37.06,50,3.8,1,4,0.5,3000,22,1,2,8,1
3,1,13908,1800,5,48.69,69,4.9,3,2,0.7,5000,7,2,1,10,0
4,3,16320,1700,5,42.48,53,1.8,4,1,0.4,6000,15,1,1,6,1
1,4,21596,1900,5,45.83,68,4.8,2,1,0.6,3000,4,1,2,8,0
7,1,18606,1700,2,34.55,50,1.1,1,4,0.4,5000,33,3,3,12,1
5,4,18538,1800,5,49.42,59,5,4,4,0.7,8000,34,3,3,10,1
6,6,4494,1400,5,49.77,55,2.6,2,3,0.5,3000,6,2,1,8,1
1,6,16341,1900,4,44.46,38,3,1,1,0.9,3000,5,1,2,8,1
3,0,21366,1700,5,48.96,68,1.4,2,2,0.7,8000,3,2,1,12,0
3,5,16199,1900,3,32.76,29,3,1,1,0.4,3000,1,1,2,8,0
1,1,13380,1800,2,34.16,44,2.4,4,1,0.5,8000,24,2,2,10,1
3,6,4937,1600,3,38.69,51,1.6,1,3,0.8,3000,10,2,2,12,0
4,1,2172,1400,1,33.17,29,1.1,3,3,0.6,3000,30,3,3,8,0
5,2,12986,1700,4,38.57,42,2.4,1,3,0.7,8000,5,1,1,12,1
7,4,9783,1800,5,45.46,66,3.3,4,2,0.5,5000,3,1,2,8,1
2,1,1296,1100,2,41.49,55,1.6,3,2,0.7,5000,4,1,2,12,0
5,0,5379,1500,5,38.86,39,3,1,4,0.8,8000,34,3,3,10,1
1,2,18260,1800,3,36.37,29,3.3,4,4,0.5,5000,40,4,2,12,1
6,5,3691,1600,2,46.06,66,3.7,1,2,0.4,3000,7,2,2,6,0
3,0,20414,1900,4,47.27,64,2.4,2,2,0.8,6000,6,1,1,6,1
4,0,18152,1900,2,47.77,58,4.1,4,1,0.4,8000,26,2,1,6,1
3,3,18428,1800,5,33.07,35,4.2,1,2,0.5,1500,6,2,2,12,1
5,4,13912,1800,5,37.35,40,1.4,3,1,0.7,3000,6,1,2,8,0
5,0,4926,1400,3,36.12,33,3.5,2,2,0.6,8000,10,2,1,12,0
6,5,2399,1500,1,41.2,48,1,3,1,0.9,3000,7,1,1,10,1
7,3,12178,1700,1,31.69,36,1.2,3,4,0.4,1500,25,2,2,8,1
2,1,1525,1200,4,36.44,50,3.7,3,3,0.4,1500,38,3,3,6,0
3,3,14431,1900,4,37.22,36,2.6,2,1,0.9,6000,5,1,2,10,1
7,0,15120,1900,1,46.59,68,4.7,3,4,0.4,5000,25,2,1,8,1
2,2,1797,1200,2,32.19,26,2.1,1,3,0.8,3000,2,1,2,8,0
6,2,2608,1400,5,40.73,53,2.6,1,4,0.6,3000,16,1,2,8,1
2,6,5968,1400,3,42.44,53,4.5,2,4,0.7,5000,8,2,2,10,1
2,3,3288,1600,4,45.32,55,3.4,2,1,0.8,5000,5,2,1,12,1
5,1,18762,1700,4,49.46,62,4.2,3,2,0.6,1500,4,2,1,12,0
3,5,10778,1900,5,46.13,61,3.6,3,2,0.4,6000,6,1,1,10,1
4,4,7119,1700,2,35.12,33,1.2,1,2,0.6,6000,7,1,2,10,0
3,4,10726,1700,1,48.57,60,1.3,2,2,0.8,8000,5,1,2,10,1
3,0,21396,1900,3,39.28,39,4.5,2,1,0.3,1500,7,2,2,8,0
6,0,3560,1600,1,45.87,61,2.6,4,3,0.6,3000,30,3,3,8,1
4,5,10481,1700,3,38.73,41,2.7,1,1,0.6,8000,8,1,2,10,0
1,2,14300,1800,4,45.53,69,3.8,3,2,0.6,5000,5,2,1,12,1
5,3,9506,1800,2,38.92,38,3.3,1,3,0.6,6000,2,2,1,8,0
4,4,1713,1100,5,41.11,46,3.9,1,2,0.7,6000,6,1,1,8,0
7,4,9144,1900,4,46.08,68,4.3,2,3,0.6,5000,8,2,1,12,0
5,5,3494,1400,2,42.96,36,1.6,1,1,0.6,6000,0,2,1,12,0
4,2,7891,1700,4,34.33,43,1.5,4,3,0.9,8000,38,3,3,6,1
6,6,4460,1400,5,37.82,49,4,2,3,0.8,3000,3,2,1,10,0
4,0,10142,1700,4,32.67,35,4.9,2,4,0.6,8000,5,2,1,8,1
5,3,15101,1900,1,32.72,43,1.1,2,3,0.4,5000,10,2,1,8,0
3,3,15433,1700,2,41.99,48,1.2,4,2,0.6,3000,3,1,2,6,1
6,5,4149,1600,4,31.48,30,1.7,4,1,0.8,3000,16,1,1,8,1
6,4,2572,1400,3,46.02,56,4.3,2,4,0.9,3000,6,1,1,8,1
5,3,13593,1700,5,34.26,31,4,1,3,0.4,6000,7,2,2,12,1
1,5,5365,1900,3,37.42,26,2.8,1,1,0.4,3000,1,2,1,8,0
6,4,4684,1400,5,43.99,51,1.2,2,2,0.4,3000,10,2,2,8,1
7,3,18108,1900,3,36.29,42,1.4,1,1,0.7,3000,10,1,2,12,1
7,1,15280,1700,2,37.82,28,2.5,4,1,0.5,1500,27,2,2,10,1
1,0,12456,1700,2,49.76,68,4.9,3,4,0.4,1500,24,1,1,8,1
1,1,18622,1800,3,44.83,43,4.2,2,1,0.4,5000,6,2,2,12,0
1,5,12394,1800,1,43.21,41,4.8,2,1,0.7,5000,8,1,2,12,1
1,0,7073,1800,1,48.58,65,4.9,3,2,0.8,6000,4,2,2,6,1
1,0,13549,1700,2,33.99,35,2.8,4,3,0.4,1500,39,3,3,12,1
5,3,17213,1700,5,40.14,43,2.6,2,4,0.6,3000,10,1,2,6,1
1,2,9044,1800,5,34.27,42,1.4,2,3,0.5,6000,3,1,2,10,0
1,3,6345,1700,3,47.69,68,1,2,1,0.8,8000,8,2,1,6,1
3,5,6233,1700,1,40.96,43,1.9,3,1,0.9,5000,4,2,2,10,0
7,4,18578,1800,4,42.66,51,1.8,1,2,0.5,1500,8,2,2,12,1
7,6,15633,1900,5,43.66,51,2.1,1,3,0.5,3000,7,1,2,10,0
4,3,16993,1700,4,33.53,30,3.2,3,4,0.4,8000,36,3,3,6,1
3,5,17033,1900,3,47.4,60,3.7,1,2,0.5,5000,9,1,1,12,0
5,3,9146,1700,1,48.49,67,4.8,2,4,0.5,8000,9,1,2,8,1
7,3,13240,1900,4,30.9,34,2.9,1,2,0.7,3000,7,2,1,8,0
4,6,3257,1400,2,39.34,44,2.6,4,2,0.3,8000,9,1,1,8,1
5,3,12794,1700,1,47.08,68,2.4,1,3,0.3,6000,5,2,2,12,1
4,6,18046,1800,2,38.55,41,2.5,3,3,0.5,6000,30,3,3,8,1
2,1,3907,1500,2,46.93,67,2.1,3,2,0.8,1500,3,1,2,10,0
3,6,2189,1600,3,49.46,62,2.8,1,2,0.4,8000,4,1,1,12,0
5,6,18845,1900,3,43.42,51,3.8,3,4,0.7,8000,18,2,1,10,1
1,1,6462,1800,3,38.67,38,2.6,3,2,0.8,6000,4,1,1,8,0
2,1,3232,1400,1,32.57,44,2.2,2,2,0.8,5000,5,1,2,8,0
5,6,17275,1800,3,45.74,61,4,4,4,0.8,8000,23,2,1,12,1
3,5,17185,1700,2,39.68,51,1.6,4,2,0.4,8000,7,2,2,6,1
3,0,8694,1900,3,37.01,44,4.6,2,4,0.5,8000,6,1,2,12,1
3,1,17438,1700,1,42.85,50,3.2,4,4,0.7,6000,23,1,1,10,1
5,6,13870,1900,4,48.49,64,2.6,2,4,0.3,8000,3,2,2,8,1
5,6,17362,1800,5,39.86,44,1.7,1,1,0.6,5000,9,1,1,6,0
3,4,6110,1700,3,41.57,47,1.3,4,1,0.6,1500,22,2,1,6,1
4,2,21140,1900,3,39.54,52,3.9,1,1,0.8,3000,7,2,2,8,0
7,5,14412,1700,2,47.69,64,2.7,1,4,0.8,5000,23,2,1,12,1
4,5,19390,1800,5,43.18,42,4.9,3,2,0.8,6000,4,2,2,8,0
4,1,15482,1700,3,34.76,37,1.6,2,1,0.9,5000,8,2,1,12,1
2,2,2351,1500,5,41.8,40,4.6,4,2,0.8,5000,8,2,2,10,1
3,6,20467,1800,1,33.26,44,3.6,3,3,0.4,6000,40,1,1,12,0
3,4,15159,1800,3,41.29,50,4.1,4,1,0.5,5000,30,3,3,10,1
5,1,16554,1700,1,36.45,26,3.2,2,2,0.9,1500,3,1,1,12,0
2,1,4404,1600,5,40.03,45,4.2,2,3,0.3,5000,5,1,2,6,0
1,1,3185,1600,1,41.2,43,1.4,4,1,0.6,8000,25,2,1,8,1
3,0,13263,1900,2,46.73,59,1.9,4,3,0.7,5000,18,1,1,10,1
6,0,4358,1500,3,39.52,41,2.2,3,3,0.6,3000,47,1,4,8,1
6,2,3827,1500,1,43.25,54,4.4,2,1,0.6,3000,7,1,1,12,0
3,3,18075,1800,5,45.23,70,2.2,2,1,0.5,3000,9,2,1,8,1
7,4,9452,1700,1,34.05,46,3.3,1,1,0.4,3000,10,2,2,6,0
5,0,5780,1400,4,49.97,57,3.7,1,4,0.3,6000,15,2,2,6,1
6,1,3598,1400,5,34.84,33,1.7,1,3,0.8,3000,10,1,2,12,0
3,1,21125,1800,5,45.09,55,1.7,3,1,0.9,3000,0,1,1,10,1
7,0,5155,1600,1,47.79,56,3.7,3,3,0.7,1500,33,3,3,8,0
7,3,12740,1700,3,37.93,35,3.7,4,2,0.8,1500,3,2,1,8,1
5,3,12272,1800,5,43.73,52,4.9,1,3,0.7,5000,1,1,1,6,1
6,1,4825,1600,1,49.54,60,4.7,2,1,0.9,3000,6,1,1,12,1
7,6,16181,1800,5,38.27,39,1.7,2,1,0.8,5000,3,2,2,6,1
7,1,14878,1800,4,39.48,51,3,3,4,0.7,5000,29,1,2,8,1
3,4,11895,1800,5,32.75,25,2,4,4,0.9,1500,18,1,2,10,1
6,1,2724,1400,2,33.82,42,3,1,2,0.8,3000,6,2,1,8,0
7,3,8654,1800,2,37.8,27,1.6,2,4,0.9,3000,4,2,2,8,1
1,5,20702,1800,4,32.4,41,2.9,1,3,0.9,5000,9,2,2,12,1
4,4,10081,1800,3,43.76,36,1,2,2,0.8,8000,8,2,1,8,0
1,6,3267,1800,1,32.59,35,4.1,4,4,0.4,5000,28,1,1,12,1
3,4,21706,1900,4,49.55,69,2.8,1,1,0.4,1500,9,2,2,12,1
6,4,2513,1600,4,31.91,36,2.2,2,2,0.4,3000,5,2,1,10,0
5,0,14322,1900,4,36.93,47,2.1,4,2,0.4,6000,8,1,1,6,1
4,0,10875,1800,1,33.64,34,1.7,1,1,0.9,3000,5,1,1,8,1
6,2,4424,1400,3,47.48,60,3.4,2,2,0.7,3000,7,2,1,12,0
2,5,5974,1400,2,47.54,69,2.8,3,1,0.5,5000,0,2,1,12,1
2,6,2877,1400,3,38.48,54,4.4,3,4,0.9,3000,36,3,3,10,1
1,0,6615,1800,5,35.65,26,4,3,4,0.6,5000,37,3,3,12,1
6,3,4101,1600,3,48.98,59,1.5,2,3,0.9,3000,5,2,2,12,0
6,1,2870,1600,2,33.19,34,1.4,1,2,0.4,3000,6,1,1,12,0
4,1,14419,1800,3,47.48,65,4.6,4,4,0.3,5000,24,2,1,12,1
3,3,18236,1900,4,37.32,45,4.3,1,3,0.4,8000,6,2,2,12,0
3,0,8077,1900,1,30.73,36,3.4,2,3,0.9,1500,4,2,1,12,0
2,4,3142,1600,1,42.68,37,1.9,2,3,0.5,5000,7,1,2,12,1
7,5,13888,1900,4,43.21,52,4.1,3,2,0.8,5000,6,1,2,12,0
5,6,14499,1900,3,37.58,48,4.8,3,2,0.6,3000,7,2,2,12,0
2,6,2720,1400,5,37.44,39,1.2,2,3,0.7,3000,8,2,2,8,0
3,0,10702,1900,1,41.38,40,1.2,1,4,0.3,8000,25,1,1,8,1
3,5,2118,1400,2,30.92,35,2.5,3,3,0.8,3000,12,2,2,6,0
6,4,4975,1600,3,35.51,41,1.4,4,2,0.7,3000,7,2,1,10,1
2,1,1808,1200,3,39.22,39,1.5,1,4,0.4,6000,16,1,1,10,1
6,3,2578,1500,2,45.19,69,2.6,4,1,0.6,3000,40,2,3,6,1
1,1,21207,1800,1,34.2,31,4.4,1,2,0.7,8000,5,1,1,8,0
5,2,16237,1900,1,36.97,37,3.1,3,1,0.4,1500,10,1,2,8,1
3,1,10437,1800,3,46.36,70,4.7,1,1,0.4,8000,5,2,2,12,0
6,6,4492,1600,1,43.27,55,4.7,4,2,0.7,3000,5,2,2,8,1
7,2,4935,1500,2,42.98,35,2.5,4,2,0.5,3000,4,2,1,8,1
5,5,21004,1700,3,48.27,62,4.4,1,2,0.6,3000,6,2,2,8,1
3,0,2502,1500,2,31.46,40,3.5,4,4,0.9,8000,15,2,2,12,1
1,1,19851,1700,2,38.74,36,3.6,1,3,0.5,1500,0,2,2,12,0
2,0,3005,1400,4,30.33,42,3.2,2,3,0.4,3000,6,1,2,6,0
5,2,20954,1700,1,45.67,60,2,2,3,0.5,1500,7,2,2,8,0
7,1,11281,1900,1,41.2,45,1.5,1,3,0.3,1500,6,2,1,10,1
1,2,8878,1900,2,42.41,52,2.9,4,3,0.8,3000,32,3,3,8,1
6,6,4125,1400,4,31.28,43,4.8,4,2,0.6,3000,9,1,1,8,1
3,2,18300,1900,2,48.72,60,4,1,3,0.9,8000,4,1,1,8,0
4,1,3347,1600,2,30.63,29,2.5,2,4,0.8,8000,6,1,1,10,1
3,3,4888,1600,4,38.89,54,1,3,3,0.6,3000,22,1,1,8,0
6,4,2451,1500,3,47.6,58,1.8,1,1,0.7,3000,4,2,2,8,1
4,0,14244,1800,1,45.27,66,4.1,3,4,0.4,5000,32,3,3,10,1
2,0,5719,1600,5,44.21,55,4.7,3,3,0.8,5000,32,3,3,12,1
2,0,3645,1400,4,34.24,31,4.9,4,4,0.8,6000,17,1,1,8,1
3,0,12160,1700,2,31.64,31,1.7,1,1,0.7,3000,8,2,2,8,0
5,6,5390,1600,2,39.71,47,3.5,1,1,0.6,6000,3,2,1,6,0
2,3,4678,1500,3,36.79,28,2.9,1,2,0.9,6000,5,2,1,12,1
1,3,6754,1700,1,46.58,67,4.5,4,4,0.8,8000,23,2,2,12,1
3,6,14432,1700,2,33.74,46,3,2,3,0.8,6000,4,1,1,12,0
1,1,13598,1800,4,36.65,47,4.6,3,2,0.7,5000,3,1,1,12,0
4,4,10031,1900,5,35.66,30,5,4,2,0.6,3000,3,1,2,8,1
2,5,3551,1600,2,33.62,49,1.7,1,2,0.7,3000,8,1,1,8,1
5,1,13980,1900,3,30.49,34,2.9,1,3,0.7,5000,0,2,1,6,0
6,1,2251,1500,3,45.71,64,3.6,2,3,0.5,3000,6,2,2,8,0
2,5,2856,1600,5,49.65,65,1.2,2,3,0.6,1500,3,1,1,6,0
3,0,17932,1900,4,43.21,35,2,4,1,0.8,1500,28,1,2,12,1
1,5,9334,1900,1,36.98,42,1.3,2,2,0.6,3000,10,1,2,8,0
6,2,3104,1400,4,47.62,67,2.9,4,3,0.4,3000,34,3,3,10,1
7,5,4575,1600,5,48.92,55,4.4,1,3,0.8,1500,7,1,1,12,1
3,3,15724,1700,1,48.18,70,3.2,2,3,0.6,3000,6,1,2,12,0
3,3,2085,1500,4,49.99,68,3,2,3,0.4,1500,6,2,2,10,1
5,5,17245,1800,2,45.64,69,3.6,1,1,0.8,8000,5,2,1,6,1
1,0,8865,1900,1,39.02,44,3.2,2,3,0.8,3000,4,1,1,8,0
5,1,10416,1800,3,47.28,55,1.9,1,1,0.9,6000,0,1,1,6,0
4,6,6547,1800,5,45.4,65,3.6,3,4,0.4,8000,39,3,3,10,1
7,1,12455,1800,3,31.45,42,4.4,1,2,0.7,3000,7,2,1,6,0
7,1,15356,1800,1,49.14,67,1.4,1,4,0.5,5000,25,2,2,8,1
1,0,2750,1600,4,49.79,55,3.1,4,3,0.4,6000,27,1,1,12,1
7,2,5372,1500,2,33.46,39,4.4,2,2,0.5,3000,4,2,2,8,1
6,3,2490,1400,2,45.24,61,4.2,4,3,0.8,3000,19,2,2,10,1
6,5,2024,1500,1,46.16,59,4.4,2,3,0.6,3000,6,2,1,12,0
5,5,18351,1900,2,34.56,42,1.2,3,1,0.6,3000,3,2,1,10,1
6,2,3360,1600,2,48.26,63,1.2,2,1,0.6,3000,6,1,2,6,1
1,2,14152,1700,5,43.38,38,2.6,2,2,0.3,1500,9,1,2,10,0
5,6,1913,1100,3,32.49,26,4.3,2,4,0.7,1500,9,2,1,12,1
7,4,14925,1800,1,46.08,56,3.1,2,3,0.5,1500,5,1,1,6,1
7,3,8698,1800,2,30.86,50,3.7,3,1,0.8,1500,2,2,1,10,0
3,2,18123,1700,3,47.74,59,4.2,4,2,0.8,6000,4,1,2,10,1
1,1,18291,1800,5,43.6,48,3.8,3,4,0.6,5000,27,2,2,12,1
1,4,1945,1800,2,45.34,58,1.3,3,4,0.7,5000,34,3,3,12,1
2,6,5652,1600,3,46.99,70,2.1,1,3,0.6,5000,10,1,1,10,0
4,4,17596,1800,5,36.8,40,3.9,1,3,0.8,8000,1,1,2,6,0
3,5,6410,1800,2,45.21,55,4.7,4,2,0.8,3000,8,1,2,10,1
5,5,18124,1700,1,41.54,41,1.4,3,3,0.8,6000,23,1,2,6,1
3,6,11757,1900,5,47.48,63,4.9,2,4,0.7,8000,9,2,1,12,1
5,6,1776,1200,4,38.85,42,1.5,2,4,0.6,8000,8,1,1,12,1
7,0,3116,1400,2,32.25,27,2,2,4,0.8,1500,9,1,1,6,1
4,3,21993,1700,4,37.78,43,3.1,4,1,0.9,5000,26,1,1,12,1
3,1,3265,1500,3,33.85,27,3.1,3,1,0.6,5000,3,1,2,8,0
3,4,8625,1800,3,33.53,49,2.6,3,1,0.4,1500,8,2,2,8,0
2,6,2356,1400,1,35.82,33,2.7,1,2,0.8,6000,10,2,2,12,0
1,5,5067,1500,4,48.11,62,4.9,4,1,0.4,1500,32,3,3,12,1
3,6,9829,1900,3,38.17,43,1.2,1,1,0.8,1500,7,2,1,6,0
3,5,19380,1700,4,44.46,42,3.4,2,2,0.4,8000,9,1,1,8,0
5,3,8215,1700,3,39.53,36,4.5,3,3,0.5,6000,24,1,1,6,0
3,6,7772,1900,4,34.48,40,4.2,4,3,0.9,3000,25,2,1,10,1
1,4,20658,1900,2,34.38,28,3.2,4,3,0.5,3000,39,3,3,8,1
5,1,10425,1700,2,45.81,67,3,3,4,0.5,6000,28,1,2,10,1
7,6,17664,1900,5,45.76,60,2.4,3,1,0.7,5000,10,2,2,10,1
5,1,6690,1900,3,32.26,44,1.3,2,2,0.4,5000,7,1,2,12,0
4,6,3405,1600,1,40.28,54,1.6,2,4,0.5,8000,7,1,2,12,1
7,3,8271,1900,2,48.92,68,4.8,4,2,0.6,5000,10,2,2,8,1
7,1,10616,1900,5,45.84,59,2.7,1,2,0.3,1500,10,2,1,12,0
4,5,8495,1700,2,48.82,60,1.8,3,3,0.8,1500,43,1,1,6,1
3,6,16629,1700,1,35.88,34,2.2,3,1,0.7,8000,1,1,1,8,0
2,5,4325,1600,3,44.87,49,3,3,4,0.4,5000,31,3,3,10,1
6,0,3234,1400,3,36.14,44,3.3,3,4,0.7,3000,34,3,3,6,1
1,1,3327,1900,5,31.9,32,2.7,2,4,0.3,3000,5,2,2,8,1
2,0,2880,1400,1,31.5,46,2.2,2,1,0.7,1500,10,2,2,12,0
5,2,14621,1700,1,44.93,51,4.1,4,2,0.4,6000,4,1,2,6,1
1,2,15238,1900,1,46.76,61,3,3,4,0.3,3000,27,2,1,8,1
3,5,16504,1700,2,31,43,2.8,3,2,0.7,1500,10,2,2,10,0
1,2,4976,1400,3,44.88,48,4,3,4,0.4,6000,20,1,1,8,1
3,3,9945,1900,1,37.58,43,1.5,1,1,0.6,6000,8,2,1,10,0
4,0,18156,1800,2,33.62,41,4.6,4,2,0.3,8000,9,1,2,8,1
4,6,21244,1900,5,39.21,53,3,2,1,0.4,5000,9,1,1,6,0
1,6,2175,1400,4,37.33,50,3.3,2,2,0.5,6000,10,2,2,6,0
6,5,4041,1400,5,38.74,48,2.7,2,2,0.7,3000,10,2,2,12,0
1,4,13435,1800,1,40.76,47,2.3,3,3,0.4,1500,44,3,2,6,0
3,5,2168,1600,1,46.11,70,2.3,2,1,0.7,1500,6,1,1,6,1
1,2,18977,1900,5,43.69,36,4.6,2,2,0.9,3000,9,1,1,8,0
1,2,20156,1800,1,48.24,56,2.1,2,2,0.7,1500,9,2,2,6,1
1,0,15273,1700,2,48.43,68,4.6,3,2,0.6,1500,4,2,1,10,0
4,3,21558,1900,3,39.36,40,2.4,4,4,0.5,8000,35,3,3,6,1
1,4,2345,1400,3,30.49,48,2.9,4,1,0.7,8000,23,2,2,10,1
2,6,4454,1600,5,48.81,68,3.5,2,2,0.4,6000,7,1,2,6,1
1,1,20304,1900,4,34.3,26,2.6,3,1,0.9,6000,1,1,2,12,1
5,5,2945,1400,1,36.05,25,3.9,4,2,0.8,5000,5,2,1,10,1
6,5,2292,1400,5,34.47,37,2.8,4,1,0.8,3000,24,2,2,10,1
6,3,3549,1600,2,43.59,42,1.5,4,4,0.7,3000,17,1,2,12,1
5,0,15685,1800,3,32.5,44,4.9,1,3,0.5,8000,5,2,1,6,0
3,0,2776,1600,5,37.71,44,2.9,2,3,0.4,3000,3,1,1,10,0
4,2,9559,1700,4,38.1,38,4.6,2,2,0.8,6000,5,2,1,12,0
4,4,1965,1300,1,36.74,47,3.7,4,2,0.6,8000,10,1,1,10,1
5,0,7065,1800,3,40.89,52,4.2,4,2,0.4,5000,10,2,1,6,1
5,2,19099,1800,5,47.72,69,3.7,2,4,0.7,5000,6,1,2,12,1
5,4,12231,1800,3,30.94,48,2.5,1,1,0.9,8000,8,2,2,12,1
7,4,11521,1700,5,40.75,43,3.1,1,1,0.7,3000,0,2,1,6,0
4,2,12070,1900,4,34.83,47,3.7,4,1,0.3,1500,35,3,3,6,1
3,5,7000,1800,2,36.63,50,4.3,2,3,0.8,5000,8,1,1,8,0
4,3,5293,1400,4,38.39,40,1.5,1,3,0.5,8000,8,2,2,8,0
1,4,5166,1500,5,33.11,38,2,3,1,0.8,8000,5,2,2,10,0
3,4,3781,1400,3,47.96,55,3.4,2,2,0.5,3000,7,1,1,6,0
2,4,4211,1500,3,48.4,66,4.2,3,1,0.6,1500,9,2,2,8,0
4,5,9849,1900,4,45.02,62,3,2,2,0.6,8000,6,1,2,10,1
5,2,20072,1800,3,41.78,49,5,3,1,0.4,6000,10,1,1,6,1
4,6,21210,1700,5,35.05,49,2.4,2,2,0.8,8000,8,2,2,6,0
4,5,2573,1400,1,43.69,51,1.1,4,2,0.8,3000,10,1,2,8,1
6,4,2694,1600,2,40.83,44,2.3,1,2,0.3,3000,3,2,2,6,1
6,1,4114,1600,4,34.07,31,3,2,4,0.4,3000,6,1,2,6,1
1,5,9278,1900,2,48.31,55,4.7,2,4,0.6,8000,5,2,2,6,1
6,1,4436,1600,1,39.49,38,2.9,3,2,0.4,3000,3,2,1,12,0
7,5,13881,1700,3,48.3,67,4.8,4,3,0.5,1500,30,3,3,6,1
4,5,2961,1400,5,33.98,48,2.3,1,4,0.5,6000,38,3,3,6,1
2,4,3159,1600,5,39.92,45,3.9,1,3,0.6,1500,7,1,2,6,1
2,6,2522,1600,4,38.39,38,3.2,1,1,0.8,6000,4,1,1,10,0
7,3,4218,1400,5,33.01,37,1.8,2,4,0.8,1500,10,1,1,8,1
4,2,5248,1500,4,36.9,48,1.5,2,2,0.9,8000,10,2,2,10,0
3,5,12994,1700,5,34.76,27,2.4,1,3,0.8,6000,10,1,1,10,0
2,3,3568,1400,4,31.46,29,4.4,4,3,0.8,1500,16,1,1,10,1
7,2,5552,1500,5,41.26,53,3.8,3,3,0.3,1500,30,3,3,12,0
7,1,10046,1900,2,45.61,69,4.6,3,1,0.5,1500,10,2,1,6,0
4,2,18538,1700,3,37.16,26,4.9,1,2,0.6,6000,7,1,2,6,0
7,1,15041,1700,4,38.94,43,2.7,1,1,0.6,5000,1,2,2,8,0
3,4,16020,1900,5,36.62,43,1.6,2,4,0.4,8000,10,2,2,12,1
6,1,2661,1600,3,38.87,49,3.9,4,3,0.5,3000,18,1,2,10,1
7,1,2636,1600,5,32.96,27,2,3,3,0.3,3000,32,3,3,8,0
5,6,9507,1700,2,35.29,27,1.8,3,4,0.4,1500,39,3,3,8,1
5,5,14813,1700,4,38.71,42,1.2,4,4,0.7,3000,20,1,2,12,1
1,6,12680,1900,2,30.49,34,4.7,3,4,0.7,3000,40,2,1,8,1
6,5,4836,1600,3,48.54,55,1.7,1,2,0.7,3000,8,2,2,8,1
7,0,12707,1900,5,48.82,60,1.7,1,1,0.6,3000,3,1,2,8,1
5,4,2835,1400,1,32.78,38,2.2,1,4,0.5,1500,32,3,3,12,1
4,5,7995,1900,3,40.41,52,4.1,2,4,0.8,8000,5,2,1,10,1
